Address,CaseNumber,CrimeAgainst,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseType,OpenDataLat,OpenDataLon,ReportDate,OffenseCount
SW 3RD AVE / SW OAK ST,21-226977,Society,Downtown,8/16/21,1104,Weapon Law Violations,Weapons Law Violations,45.52091821,-122.6740964,8/16/21,1
SW 5TH AVE / SW WASHINGTON ST,21-25541,Society,Downtown,1/28/21,1417,Weapon Law Violations,Weapons Law Violations,45.52013057,-122.6768607,1/28/21,1
SW 9TH AVE / SW ALDER ST,21-261036,Society,Downtown,9/18/21,2036,Weapon Law Violations,Weapons Law Violations,45.52041836,-122.6807825,9/18/21,1
SW 10TH AVE / SW JEFFERSON ST,21-237561,Society,Downtown,8/26/21,1352,Weapon Law Violations,Weapons Law Violations,45.51601161,-122.6842701,8/26/21,1
SW 12TH AVE / SW COLUMBIA ST,21-145994,Society,Downtown,5/30/21,1148,Weapon Law Violations,Weapons Law Violations,45.51589182,-122.6866734,5/30/21,1
SW 12TH AVE / SW JEFFERSON ST,21-225112,Society,Downtown,8/14/21,1036,Weapon Law Violations,Weapons Law Violations,45.51655724,-122.6863088,8/14/21,1
SW 12TH AVE / SW WASHINGTON ST,21-251137,Society,Downtown,9/9/21,144,Weapon Law Violations,Weapons Law Violations,45.52188822,-122.6834228,9/9/21,1
SW ANKENY ST / SW 2ND AVE,21-134538,Society,Old Town/Chinatown,5/19/21,647,Weapon Law Violations,Weapons Law Violations,45.52253149,-122.6722105,5/19/21,1
SW ASH ST / SW 2ND AVE,21-68524,Society,Old Town/Chinatown,3/14/21,1054,Weapon Law Violations,Weapons Law Violations,45.52200132,-122.6723893,3/14/21,1
SW BARBUR BLVD / SW CAPITOL HWY&BARBUR BLVD RAMP,21-169534,Society,Hillsdale,6/22/21,2000,Weapon Law Violations,Weapons Law Violations,45.48249938,-122.6805557,6/22/21,1
SW BEAVERTON HILLSDALE HWY / SW BERTHA BLVD,21-145023,Society,Hillsdale,5/29/21,1310,Weapon Law Violations,Weapons Law Violations,45.47851239,-122.6994196,5/29/21,1
SW BROADWAY / SW 6TH AVE,21-157194,Society,Southwest Hills,6/10/21,1232,Weapon Law Violations,Weapons Law Violations,45.50714983,-122.6842531,6/10/21,1
SW BROADWAY / SW MILL ST,21-138682,Society,Downtown,5/23/21,633,Weapon Law Violations,Weapons Law Violations,45.51268685,-122.683229,5/23/21,1
SW BROADWAY / SW TAYLOR ST,21-225663,Society,Downtown,8/14/21,2237,Weapon Law Violations,Weapons Law Violations,45.5180122,-122.6803467,8/14/21,1
SW CEDAR HILLS BLVD / SUNSET HWY EB,21-140894,Society,,5/25/21,1357,Weapon Law Violations,Weapons Law Violations,45.51394194,-122.7939821,5/25/21,1
SW MAIN ST / SW 1ST AVE,21-131925,Society,Downtown,5/16/21,1600,Weapon Law Violations,Weapons Law Violations,45.51507532,-122.6750513,5/16/21,1
SW NAITO PKWY / SW SALMON ST,21-181993,Society,Downtown,7/4/21,1605,Weapon Law Violations,Weapons Law Violations,45.51546157,-122.6736338,7/4/21,1
SW NAITO PKWY / W BURNSIDE ST,21-63221,Society,Old Town/Chinatown,3/9/21,806,Weapon Law Violations,Weapons Law Violations,45.52310289,-122.6702847,3/9/21,1
SW WASHINGTON ST / SW 2ND AVE,21-89473,Society,Downtown,4/4/21,113,Weapon Law Violations,Weapons Law Violations,45.5193209,-122.6738323,4/4/21,1
SW WASHINGTON ST / SW 9TH AVE,21-35760,Society,Downtown,2/8/21,1247,Weapon Law Violations,Weapons Law Violations,45.52108088,-122.6804255,2/8/21,1
W BURNSIDE ST / SW 20TH AVE,21-205854,Society,Northwest,7/27/21,1106,Weapon Law Violations,Weapons Law Violations,45.52311626,-122.6922716,7/27/21,1
